رزیدنت_ایول	توسعه‌دهنده	کپ‌کام
فضیلی	منطقه	شهرستان_ممسنی
دانشگاه_آرکانزاس	ایالت	آرکانزاس
پرچم_of_the_United_States_Army	فرمان_structure	وزارت_دفاع_ایالات_متحده_آمریکا
برج_جی‌پی_مورگان_چیس	معمار	پی_کاب_فرید_اند_پارتنرز
فارست_هیلز	است_،_part_of	ایالات_متحده_آمریکا
فینال_لیگ_اروپا_2013	رویداد_قبلی	فینال_لیگ_اروپا_2012
فرمانده_کل_قوا	راهپیمایی	حمله_ایالات_متحده_آمریکا_به_پاناما
ریاض_الاسعد	نیرو	ارتش_آزاد_سوریه
جرج_کمسل	تیم	باشگاه_فوتبال_تاو_لاو_تاون
جایزه_اسکار_بهترین_فیلم_پویانمایی	دارنده	به_درون_دنیای_عنکبوتی
قنات_کهن‌حسین_بالا،_سراوان	شهرستان	شهرستان_سراوان
ارطغرل_ساغلام	موضوع	مربیان_سوپر_لیگ_فوتبال_ترکیه
دیوید_استرلینگ	فرماندهی	سرویس_هوایی_ویژه
یمن	سرود	سرود_ملی_یمن
ریموند_اسمولیان	دکتری_advisor	آلونزو_چرچ
ایالات_پاپی	عنوان_حاکم	فهرست_پاپ‌های_کلیسای_کاتولیک_روم
رحمت‌آباد	بخش	شهرستان_نطنز
کنسرت_دیوار_در_برلین	تولید_کننده	راجر_واترز
ولوو	محصولات	اتوبوس
سعادت‌آباد	توابع	آباده
اردک_اهلی	شاخه	طنابداران
شهرستان_جاجرم	شهر	سنخواست
دریای_شمال	درflow	رود_تی
عطش_مبارزه	بازیگر	جاش_هاچرسون
استان_فرارا	شهرستان_seat	فرارا
بوستان	منطقهٔ_زمانی	00+
دونی،_آیداهو	نوع	شهر
سونی_اینتراکتیو_انترتینمنت	مکان	کالیفرنیا
محمد_رویانیان	نظامی_branch	نیروی_انتظامی_جمهوری_اسلامی_ایران
منصور_پورحیدری	محل_مرگ	ایران
سیاوش_ظهیرالدینی	اعضای_کنونی	خانه_موسیقی_ایران
تابستانق	روستا	استان_آذربایجان_شرقی
کازانووای_فلینی	زبان	زبان_ایتالیایی
جک_غول‌کش	شرکت_تولید	دیوید_دابکین
آجر_بند	ناحیه_زمانی_۱	ساعت_رسمی_ایران
رشاد_نوری_گونتکین	محل_تولد	امپراتوری_عثمانی
سانچیدریان	منطقهٔ_زمانی	زمان_اروپای_مرکزی
پرسوراخ	توابع	باغ‌ملک
بیابان_دناکل	کشور	اتیوپی
هانا	توزیع_کننده	سونی_پیکچرز
افسانه	بازیگران	جکی_چان
تی‌ای‌سی‌وی	مقر	کیپ_ورد
آنتونیو_باندراس	محل_تولد	مالاگا
چهارقاش	توابع	باغ‌ملک
عنایت‌الله_شفیعی	محل_تولد	کرمان
ماریو_مولینا	سال_تولد	1943
قنات_قندتشک،_سربیشه	استان	استان_خراسان_جنوبی
نشریه_پایلاک–کایتز	انتشارات_کونتری	ایران
ده_عبدالله	روستا	شهرستان_کرمان
مسجد_جامع_کرمان	موقعیت	کرمان
یوهان_گوتلیب_فیشته	محل_تولد	رامناو
کمپانی_هند_شرقی_بریتانیا	محل_country	بریتانیای_کبیر
روئینگ_در_بازی‌های_المپیک_تابستانی_1900	مکان	سن
فرودگاه_بین‌المللی_اوستافیف	سطح_باند	بتن
تیم_ملی_فوتبال_اوگاندا	نام	جام_ملت‌های_آفریقا
جو_رویل	پُست	مهاجم
خیابان_داونینگ	دورهinus_a	وایت‌هال
خاک_سرخ	بازیگر	علی_بوریان
فهرست_شاهان_فرانسه	عنوان	شارل_دهم
فردینان_دو_سوسور	درfluenced	موریس_مرلو-پونتی
زبان‌های_پهاری	منطقه	تبت
انوشیروان_نوریان	محل_تولد	تهران
استان_موروبه	شهرستان_seat	لائه
معادله	بازیگران	هوشنگ_قوانلو
لشکر_فاطمیون	متحد_کردن	فرمانده
افریکا_بمباتا	گونه	الکترو
فرودگاه_خاباروفسک-نا-آموره_دمگی	آر1-ظاهر	بتن
عدل‌آباد	توابع	فیروزآباد
آبرناتی،_تگزاس	نام	استاندارد_پردازش_اطلاعات_فدرال
جرالدین_چاپلین	والد	چارلی_چاپلین
ریشارد_گلوکس	تابعیت	آلمان_نازی
روباه_پیر	شبکه	زد_د_اف
شهرستان_بستراپ،_تگزاس	نوع	فهرست_شهرستان‌های_تگزاس
فریدریش_نیچه	تأثیرگذار_بر	ژیل_دلوز
هندوراس	جمعیت_as_of	2008
حافظ_استقلال	لنگuage	زبان_فارسی
اندیس_منگنز_خاش	محصولات	منگنز
دریاچه_تیتیکاکا	نوع	دریاچه
کوبا	بوهاnthem	سرود_ملی_کوبا
75	سازنده	بمباردیه_اروسپیس
برونو_اشترکنباخ	مرگ_date	1977
لادن_طباطبایی	شغل	هنرپیشه
حسین_بصیر	تابعیت	ایرانی
روث_پورت	بوهاlma_mater	مدرسه_اقتصاد_لندن
اینترنشنال_فالز،_مینه‌سوتا	سال_جمعیت	سرشماری_2010_ایالات_متحده_آمریکا
جافری_برگن	موضوع	آهنگسازان_مرد_اهل_انگلستان
حمام_گنجعلیخان	موقعیت	کرمان
فرزاد_فرزین	شغل	خواننده
جان_گلن	درجه	رئیس‌جمهور_ایالات_متحده_آمریکا
امریکن_آیدل	دونده-name	کری_هریسون
قره‌تپه	بخش	شهرستان_آق‌قلا
مکزیک	جفovernment_type	جمهوری
رضا_عنایتی	متولد	تهران
آلفرد_رادکلیف_براون	رشتهٔ_دانشگاهی	انسان‌شناسی_اجتماعی
یحیی‌آباد	روستا	بخش_انابد
پاتریشیا_رزما	شغل	نویسنده
ثریا_قاسمی	محل_تولد	تهران
قنات_کلاته_خیریک،_درمیان	شهرستان	شهرستان_درمیان
زبان_ترکی_قشقایی	فیلمنامه	الفبای_لاتین
روزنامه	کشور	ایالات_متحده_آمریکا
جاجرم	شهرستان	خراسان_شمالی
اندیس_زک	محصولات	منیزیت
کروتون	روز	9_اکتبر
ینگجه	توابع	نازلو
جری_مارن	موضوع	بازیگران_مرد_سده_21_(میلادی)_اهل_ایالات_متحده_آمریکا
عطش_مبارزه	بازیگران	وودی_هرلسون
مارکوس_آئورلیوس	زایمان_date	121
فیروزکلا_سفلی	بخش	آمل
مایکروسافت_اکسپرشن_وب	تولید_کننده	مایکروسافت
برکت_جرات_حمدو	محل_مرگ	پاریس
ولوو_پنتا	شرکت_مادر	ولوو
پاندری،_آیداهو	نوع	شهر
بخش_کلیائی	استان	کرمانشاه
تبریز	رهبر_name	ایرج_شهین_باهر
ناصریه	لنگuage	عربی_عراقی
گل‌شهر	منطقه	شهرستان_گلپایگان
غلامحسین_رمضانی	سازمان	وزارت_دفاع_و_پشتیبانی_نیروهای_مسلح
جرج_وب	پُست	مهاجم
اسنیکا،_نبراسکا	منطقهٔ_زمانی	منطقه_زمانی_مرکزی
فیفتی_سنت	گونه	رپ
کریستینا_زاخفاتوویچ	موضوع	رده_انبار_با_عنوان_صفحه_متفاوت_از_ویکی‌داده
قوشه‌گنبد	دهستان	ابرغان
جت_هوایی_هریر	کشورهای_اصلی_بکارگیرنده	نیروی_دریایی_اسپانیا
کالدول،_آیداهو	رهبر_title	شهردار
اندیس_منیزیت_کریم_آباد	محصولات	منیزیت
مؤسسه_فناوری_کالیفرنیا	نوع	دانشگاه_خصوصی
میر_اسدالله_مدنی	دین	اسلام
عصر_ناپلئون	پیش_از	دایرکتوار_فرانسه
دورک	بخش	شهرستان_ایذه
پایگاه_هوایی_سیمون_بولیوار	سطح_of_runway	بتن
اندیس_فلدسپات_توت	محصولات	فلدسپات
وارینگتون	ناحیه_زمانی_۱	ساعت_گرینویچ
موریس_هله	درstitution	روزنامه
اتحادیه_کمونیست‌های_ایران	ایدئولوژی	مائوئیسم
آرتور_آلفرد_براون	محل_مرگ	بیرمنگام
د_ویکند	ملیت	کانادا
بوزیش	نوع	شهرستان‌های_رومانی
کیان_تاج‌بخش	محل_تحصیل	دانشگاه_کلمبیا
فاکس	خودing_company	شبکه_فاکس_اینترنشنال
واش	بازیگر	اسنوپ_داگ
ملخ	شاخه	بندپایان
وکیل	مربوط_occupation	دفتر_اسناد_رسمی
فرودگاه_ابردین	طول_باند_پرواز	بتن
لهجه_کازرونی	خانوادهٔ_زبانی	زبان‌های_هندوایرانی
میشل_سر	محل_مرگ	فرانسه
اتحادیه_دموکرات_بین‌الملل	نام_حاکم	جان_کی
احمد_شاه_سادات	نمونه‌ای_از	صاحب_دفتر
دانشگاه_تگزاس-پان_آمریکن	نوع	دانشگاه_دولتی
پل_اپورث	گونه	ایندی_راک
کردستان_عراق	رهبر_title	نخست‌وزیر
سایکدلیک_فولک	مشتق	نئوفولک
اندیس_سنگ_تزئینی_میلاس	محصول_type	مصالح_ساختمانی
دروغگویی_از_تو	تک‌آهنگ_قبلی	از_درون
کاربید	فرمول_شیمیایی	VC
چارلز_پولانی	محل_تحصیل	فهرست_برندگان_جایزه_نوبل
کلیفتون،_آیداهو	نوع	زیپ‌کد
خرم‌آباد	نام_حاکم	محمد_بیرانوندی
هاچینسون،_مینه‌سوتا	سال_جمعیت	سرشماری_2010_ایالات_متحده_آمریکا
بابر	والد	دره_فرغانه
کادیس	نوع	کد_پستی
ایمت،_آیداهو	نام	استاندارد_پردازش_اطلاعات_فدرال
مزدا_سی‌ایکس-7	طرح	خودروهای_موتور_جلو-محور_جلو
یانا_کیم	موضوع	دور_از_وطن‌های_اهل_کره_جنوبی_در_کانادا
چاک_ورکمن	نمونه‌ای_از	پerson
گل_نمک	اولین_بازی	داستان_مصور
چلسی	سال_تاسیس	1905
مایتریپالا_سیریسنا	مذهب	ترواده
زادی_اسمیت	درfluenced_by	دیوید_فاستر_والاس
اولریکه_میوفارت	محل_تولد	آلمان_غربی
هیبینگ،_مینه‌سوتا	جمعیت_as_of	سرشماری_2010_ایالات_متحده_آمریکا
پاسکال	نامگذاری_شده	بلز_پاسکال
دهستان_محمدآباد	بخش	شهرستان_زرند
ماریا_ترزا،_اتریش	فرزندان	ماریا_کریستینا
جسرالشغور	عنوان_حاکم	فرماندار
دهله	بخش	شهرستان_الیگودرز
ارگ_راین	موقعیت	راین
تئوری_توطئه_با_جسی_ونتورا	بازیگر	شان_استون
اشغال_وراکروس	مکان	مکزیک
جغرافیای_ارمنستان	قاره	آسیا
سنبل‌آباد	روستایی_district	شهرستان_سلطانیه
اکسپو_2020	طرف_دیگرSupcity	بوئنوس_آیرس
امیر_بیداریان‌نژاد	نقش‌های_مرتبط	حسین_یاحقی
ورنر_هایزنبرگ	ملیت	آلمانی
مهدی‌آباد	توابع	فسا
منطقه_گومینه	کشور	پاپوآ_گینه_نو
ساعت_شلوغی_3	بازیگر	ژانگ_جینگچو
اندیس_سبزواران3	محصولات	طلا
پایگاه_هوایی_آندریپول	سطح_of_runway	بتن
مرد_سیندرلایی	بازیگر	راسل_کرو
اباصلت_صادقی	زمینه_فعالیت	خوشنویسی
نورث_برنچ،_مینه‌سوتا	منطقهٔ_زمانی	منطقه_زمانی_مرکزی
بیدو	منطقه	استان_بوشهر
تیزبال_شالیزار	شاخه	بندپایان
جاذبه_و_دافعه_علی	محل	تهران
کرستن_جیلیبرند	پس_از	هیلاری_کلینتون
جانی_کاپلند	گونه	بلوز
دوئل	بازیگران	پریوش_نظریه
لس_آنجلس	رهبر_title	شهردار
هیوتر،_آیداهو	است_،_part_of	ایالات_متحده_آمریکا
محمد_مصدق	سلف	نیروهای_مسلح_ایالات_متحده_آمریکا
مشهد	سوغات	قالی_مشهد
نورآباد	توابع	ایذه
وزنه‌برداری_در_بازی‌های_المپیک_تابستانی_2016_–_105+_کیلوگرم_مردان	قبلی	وزنه‌برداری_در_بازی‌های_المپیک_تابستانی_2012_–_+105_کیلوگرم_مردان
زبان_اکسیتان	کشور	فرانسه
پرویز_مشرف	نخست_وزیر_minister	یوسف‌رضا_گیلانی
یوسکلوسور	طبقه	خزندگان
ارنست_کالتنبرونر	محل_مرگ	نورنبرگ
حریم_سلطان	محل	مارماریس
واترپلو_در_بازی‌های_المپیک_تابستانی_1996	رویداد_بعدی	واترپلو_در_بازی‌های_المپیک_تابستانی_2000
نپال	تاریخ_بنیانگذاری	2008
شهرستان_راسکومون،_میشیگان	منشأ_نامگذاری	شهرستان_رسکومون
دیوید_لی	محصول_تولید	گوگل_فوتوز
کریس_الیوت	است	هنرپیشه
جامائیکا	رهبر_title	ملکه_سلطنتی
تفتناز	نوع	ارتش_آزاد_سوریه
چراغلو	بخش	شهرستان_شبستر
سانفرانسیسکو_جاینتز	سال_تاسیس	آمریکا
جاکارتا	رهبر_title	فرماندار
بومونت_جارت	محل_تولد	لندن
احمد_پورمخبر	شهروندی	ایران
سید_محمد_خاتمی	مذهب	اسلام
جادوگر_سرخ	وابستگی_به_تیم	مدافعان
فومیتو_اوئدا	محل_تولد	تاتسونو،_هیوگو
برنارد_لاو_مونت‌گومری	نظامی_branch	رئیس_of_the_General_Staff_(United_Kingdom)
ژان-ژاک_روسو	مدفن	پانتئون
رابرت_بولت	محل_مرگ	پیترسفیلد
دیوید_لترمن	درfluenced_by	جک_بنی
مایکل_فالون	سلف	فیلیپ_هموند
کاتیا_سیزینگر	نظم	اسکی_سوپر_ترکیبی
مارک_راسینوویچ	محصول_تولید	مایکروسافت_آزور
فدکس_اکسپرس	محل	ممفیس،_تنسی
نیکلودئون	بنیانگذار_date	1977
مرکز_تحقیقات_بیومکانیک_دانشگاه_خواجه_نصیر	زمینه_پژوهش	بیومکانیک
گاسپورت	بخشی_از	بریتانیا
کروز	سال_تولید	1360
اتحادیه_کمونیست‌های_صربستان	عبادت	کمونیسم
سوزوکی	مقر	استان_شیزوئوکا
قنات_عارفی،_سراوان	منطقه	بخش_مرکزی_شهرستان_سراوان
اریا	عنوان_حاکم	شهردار
کوئول_گینه_نو	شاخه	طنابداران
محله_برو_بیا	پدیدآور	بیژن_بیرنگ
جام_جهانی_فوتبال_1954	داور	آرتور_ادوارد_الیس
استان_عین_الدفلی	کد_منطقهٔ_ایزو	دره
چاهو	روستا	شهرستان_حاجی‌آباد
نانیوکی،_کنیا	نوع	شهرک
پرل_هاربر	تدوین	مارک_گلدبلت
کریستف_ویلیبالد_گلوک	شغل	اپرا
خوشاب	روستا	شهرستان_فراشبند
تحفه‌ها	بازیگران	امید_آهنگر
لادمخ	روستا	شهرستان_فومن
سید_محمدصادق_طباطبایی	محل_مرگ	اصفهان
پتر_اسکومال	شغل	آهنگساز
ویلیام_سی._سی._کلیبورن	حزب	حزب_دموکرات-جمهوری‌خواه
بخش_هیدوچ	منطقه	شهرستان_سراوان
شایعه_شده‌است	ژانر	موسیقی_سول
لاته	منطقه	شهرستان_رودسر
کسلوانیا	سبک	خیال‌پردازی_تیره‌وتار
کهورآباد	روستا	شهرستان_جیرفت
مارتین_مونتویا	تاریخ_آغاز_سال‌های_فعالیت	1999
دیزبین	روستا	شهرستان_اهر
نشریه_هایلی	انتشارات_ت	تبریز
سونی_پیکچرز	شرکت_تابعه	ترایستار_پیکچرز
عصر_اساطیر	سکوی_رایانش	مایکروسافت_ویندوز
اندیس_سرب_لارستان	محصول	سرب
مارتین_مونتویا	سال	1999
باب‌البحرین	محل_city	منامه
الزمالک	سال_تاسیس	1911
بریتانیا	دامنه_اینترنتی	.uk
نیویورک	عنوان	منطقه_کلان‌شهری_نیویورک
زبان_زولو	گفتار_in	لسوتو
قشلاق_صالح‌بیگ	شهرستان	ایران
گوا_ترنس	خاستگاه_سبکی	موسیقی_ترنس
چشمه	فیلم_director	آربی_اوانسیان
مصطفی_بن_جعفر	از_رویty	انجمن_دموکراتیک_کار_و_آزادی
آرپ_276	فاصله	سال_نوری
فوتبال_در_بازی‌های_المپیک_تابستانی_2016_–_مسابقات_مردان	داور	اکوادور
پادشاهی_نوذر	گونه	حماسه
باشگاه_فوتبال_اورتون	جفround	لیورپول
گروه_خامی	زیر_واحدs	سازند_سورمه
الدورادو	ناشر_موسیقی	یونایتد_آرتیستس_رکوردز
فرودگاه_الیم	شهر	الیم،_آلاسکا
زبان_سیلزیایی	گفتار_in	سیلزی
الهیاری	توابع	شهرستان_قروه
انتاریو	واحد_پول	دلار_کانادا
رؤیاها	نویسنده	آکیرا_کوروساوا
سی	تأثیر_گذاشته_بر	جاوااسکریپت
حسین‌آباد	منطقه	شهرستان_جم
اندروید	توسعه‌دهنده	گوگل
قنات_گوی،_سربیشه	استان	استان_خراسان_جنوبی
علی_دایی	موضوع	بازیکنان_فوتبال_دور_از_وطن_اهل_ایران
اندیس_آنومالی_دره_انجیران	محصولات	طلا
گاتهام_سیتی	سازنده	باب_کین
افسر_اسدی	آموزش	دانشگاه_تهران
موسیقی_الکترونیک	مشتق	موسیقی_سایکدلیک
جیمی_باتلر	است	بازیکن_بسکتبال
شیله‌ونگه،_جلیل‌آباد	ناحیه_زمانی_۱	ساعت_رسمی_آذربایجان
فرارا	نوع	کد_پستی
دروغ_سفید	آهنگساز_موسیقی_فیلم	پریتام_چاکرابورتی
ولادیمیر_ییرانک	موضوع	مقاله‌ها_با_اچ‌کاردها
لهستان	جفovernment_type	جمهوری
فوتبال_در_بازی‌های_المپیک_تابستانی_1900	محل	پاریس
مصطفی_بن_جعفر	ملیت	تونس_(شهر)
بصره	سال‌شهرشدن	636
سکیری	سبک	حارم
ین	درflation_title	تورم
اندیس_اوره-1	محصول_type	مصالح_ساختمانی
لهجه_اصفهانی	سد	زبان‌های_ایرانی
حرکت_انصار_ایران	جنگs	شورش_سیستان_و_بلوچستان
کا	سازنده	جی‌ام‌سی
اجومانی	عنوان_حاکم	شهردار
جام_ملت‌های_آسیا_1968	فصل_قبل	جام_ملت‌های_آسیا_1964
ایران_خودرو	مقر	ایران
توربو	توزیع‌کننده	فاکس_قرن_بیستم
ناهید_خداکرمی	محل_تحصیل	دانشگاه_علوم_پزشکی_شهید_بهشتی
انتخابات_مجلس_ایران	حزب_قبلی	حزب_دموکرات_ایران
بیل_گیتس	سال_تولد	1955
چارچوب_دات‌نت	سبک	چارچوب_نرم‌افزاری
حمید_بابازاده	محل_تولد	ایران
نشریه_گورتز	لنگuage	زبان_ارمنی
جمهوری_اول_فرانسه	جفovernment_type	جمهوری
منچستر	ناحیه_زمانی_۱	ساعت_گرینویچ
اندیس_نهوج-1	نوع	مصالح_ساختمانی
لوران_آر_هافستاد	محل_تحصیل	دانشگاه_جانز_هاپکینز
شاهنشاهی_هخامنشی	مکان	نیویورک
ایزدی_کازرونی	محل_اقامت	بمبئی
شیرمردان	بخش	شهرستان_سراب
سید_حسین_طباطبایی_بروجردی	شاگرد	حسین_نوری_همدانی
آنری_ورنوی	محل_مرگ	سن-سن-دنی
ناتالی_پورتمن	محل_اقامت	کالیفرنیا
هوسر،_آیداهو	منطقهٔ_زمانی	منطقه_زمانی_اقیانوس_آرام
غلامعباس_توسلی	نظم	جامعه‌شناسی
هیپ_هاوس	ابزار	سینث‌سایزر
زنجان	حرفouvenir	ملیله‌کاری
دانداکوسور	طبقه	خزندگان
هادی_اسلامی	محل_تولد	تهران
شاونیک	ناحیه_زمانی_۱	زمان_اروپای_مرکزی
سرگئی_توماسیان_(بازیگر)	موضوع	بازیگران_مرد_سده_20_(میلادی)_اهل_ارمنستان
اندیس_مرمریت_4313	نوع_ماده	مصالح_ساختمانی
موسی‌آباد	منطقه	شهرستان_میبد
عباس‌آباد	بخش	استان_قزوین
اسدآباد	توابع	شهرستان_تنکابن
محمود_مهران	نخست_وزیر_minister	منوچهر_اقبال
جام_جهانی_فوتبال_1938	داور	اتحادیه_سلطنتی_فوتبال_بلژیک
سید_حسین_یعقوبی_قائنی	مذهب	شیعه_دوازده‌امامی
رزیدنت_ایول_همراه	ناشر	کپ‌کام
هودر	منطقه	شهرستان_خرم‌آباد
مرد_سیندرلایی	بازیگران	کریگ_برکو
باشگاه_فوتبال_همیلتون_آکادمیکال	لیگ	پرمیرشیپ_اسکاتلند
ابوالقاسم_خان_بختیار	ترتیب_in_office	کردستان
نسرین_اوریاخیل	مدیریت	محمداشرف_غنی
ضعیف	موسیقی_artist	لینکین_پارک
پت_و_مت	فیلم_director	لوبومیر_بنش
بریل	روستایی_district	استان‌های_اسپانیا
ماریا_جوزف_آستوریاس	محل_تولد	وین
آلباتروس_روشن‌فام	پناهگاه	طنابداران
علی‌اصغر_شهبازی	موضوع	بازیگران_مرد_فیلم_اهل_ایران
میدان_نفتی_اورینوکو	از_رویtners	تی‌ان‌کی-بی‌پی
پی-26_پی_شوتر	هواپیما_user	فرمانده_کل_قوا
جان_پلنت	موقعیت	مهاجم
پاکستان	بزرگترین_city	کراچی
روژه_بتی	آموزش	مدرسه_عالی_ملی_هوانوردی_و_فضا
مسجد_جامع_کرمان	موقعیت	کرمان
خانه_هنرمندان_ایران	جاریly_used_for	تماشاخانه
میهن	شبکه	شوتایم
ماریا_مندل	تاریخ_مرگ	24_ژانویه
اندیس_آهن_سرخ_کوه	محصول	آهن
ایمانوئل_کانت	علایق_اصلی	معرفت‌شناسی
یوزف_ویرت	حزب	حزب_مرکزی_آلمان
آرامگاه_ابوسعید_ابوالخیر	مکان	ترکمنستان
لوب_پس‌سری	شریان	سرخرگ_مغزی_پسین
ایالت_خوخوی	نوع	ایالت‌های_آرژانتین
مورین_اوهارا	زمینه_فعالیت	خواننده
هاکوب_موسس	سلف	پرژ_زیتونتسیان
پیمان_بریان–کلوگ	محل	پاریس
فرودگاه_اویتاش	آر1-ظاهر	بتن
کارتر_وانگ	موضوع	مقاله‌ها_با_اچ‌کاردها
گاسپارینازار	دورهٔ_فسیلی	کرتاسه
راش‌سانان	ارباب_authority	آدولف_انگلر
ارتش_امپراتوری_روسیه	قابل_توجه_commander	الکساندر_منشیکف
مأموریت_1549	ژانر	علمی–تخیلی
ذبیح‌الله_منصوری	محل_مرگ	تهران
نادر_مقدس	زمینه_فعالیت	فیلم‌نامه‌نویس
اعزاز	نوع	فهرست_شهرهای_سوریه
محمدرضا_علیقلی	اعضای_کنونی	کانون_آهنگسازان_سینمای_ایران
زبان_هریانوی	فیلمنامه	دیواناگری
تیک-تو_اینتراکتیو	محصول	شهر_بهشت_گمشده
ارتش_امپراتوری_روسیه	نبرد	جنگ_جهانی_اول
آردمن_انیمیشن	موضوع	پویانمایی
امین_زندگانی	محل_تولد	تهران
محاصره_اصفهان	است_،_part_of_military_conflict	جنگ‌های_نادری
دریاسالاران	خانواده	فرچه‌پایان
گروه_کلوپ_بی‌کسان_گروهبان_فلفل	تک‌آهنگ_قبلی	هفت‌تیر
فرهاد_پنجم	لقب	فهرست_شاهان_اشکانی
ماسیمو_کاررا	موضوع	مربیان_باشگاه_اسپارتاک_مسکو
سمندر	فهرست_زیرطبقه‌های_آرایه‌شناختی	سمندرهای_بدوی
محمدرضا_شجریان	ناشر_موسیقی	سروش
اورمیدیا	نوع	فهرست_پیش‌شماره_تلفنی_کشورها
عباس_عدالت	محل_اقامت	بریتانیا
تازیانه_غیرت	زبان	زبان_فارسی
چندتکمیزه‌ایان	فسیل_range	ژوراسیک_پسین
یورکک_فیلد	مستأجر	اسکای_بلو_اف‌سی
رنجر_6	راه_اندازی_site	پایگاه_نیروی_هوایی_کیپ_کاناورال
حشره‌خوار_دم‌کوتاه_جنوبی	شاخه	طنابداران
ام‌تی‌دی	هواپیما_user	فرمانده_کل_قوا
قنات_خشمینه،_آباده	کشور	ایران
اسلام‌آباد_یونایتد	سال_تاسیس	پاکستان
غلامحسین_خوشبین	محل_تولد	ایران
احمدوند	منطقه	شهرستان_دلفان
ثور	بازیگر	ناتالی_پورتمن
پالایشگاه_نفت_امام_خمینی_شازند	محصول	بنزین
گیاه	فهرست_زیرطبقه‌های_آرایه‌شناختی	مخروطیان
وحید_افراخته	محل_تولد	مشهد
واکونیا،_مینه‌سوتا	جمعیت_as_of	سرشماری_2010_ایالات_متحده_آمریکا
راجر_فرانسیس_ماکسول	از_رویty	حزب_ملی_نیوزیلند
استوارت_بیتی	ملیت	استرالیا
جیل_استاین	مذهب	یهودیت_اصلاحگرا
فاگوت	مربوط	ابوا
سید_جواد_هاشمی	زمینهٔ_فعالیت	کارگردان_فیلم
اندیس_اوچ_تپه	نوع	مصالح_ساختمانی
فرودگاه_شهرستان_سلینس	سطح_بالگردنشین	بتن
تامس_نیگل	درstitution	دانشگاه_نیویورک
بهترین_وقت_زندگی‌مون	گونه	دنس_پاپ
اندروز،_تگزاس	نوع	زیپ‌کد
آدمیرال_اسپورتزور	محل	منچستر
سازدهنی	مربوط	سازدهنی_کروماتیک
بحرین	واحد_پول	دینار_بحرین
قنات_حسین‌آباد-میمندآباد،_حاجی‌آباد	کشور	ایران
کریس_همسورث	محل_تولد	استرالیا
شورون	افراد_کلیدی	چاک_هیگل
مایکروسافت	مسیر_type_abbreviation	شرکت_سهامی_عام
عباس‌آباد	توابع	شهرستان_آوج
مایکروسافت_اکسپرشن_وب	طراح	مایکروسافت
جرج_سانتایانا	محل_تولد	مادرید
فیل_در_تاریکی	محل	تهران
قنات_ملاکریم،_سربیشه	استان	استان_خراسان_جنوبی
جانی_گرینوود	ساز	زیلوفون
تپه‌رش	روستا	شهرستان_روانسر
هاینریش_اوتو_ویلند	محل_تولد	امپراتوری_آلمان
بلومبرگ_بیزنس‌ویک	کشور	ایالات_متحده_آمریکا
حسن‌آباد_قاشق	بخش	بخش_زیویه
سید_برت	ثبت_label	هاروست_رکوردز
رحمت‌آباد	منطقه	قم
ادیت_کلارک	دانشگاهی_discipline	مهندسی_برق
منوچهر_نظری	محل_تولد	ایران
پسران_آجری	بازیگر	بیوک_میرزایی
اوتی‌ای	مقر	ماروسی
قوشچی	روستایی_district	ابرغان
پادشاهی_متحد_هلند	نوع_حاکمان	فهرست_فرمانروایان_هلند
گوهر_خیراندیش	ملیت	مردمان_ایرانی
اسکناس_دو_دلاری_ایالات_متحده_آمریکا	محافظ_design	توماس_جفرسون
روستای_چرزه	موقعیت	زنجان
هایدن_کریستنسن	محل_تولد	کانادا
کادمیم_اکسید	آنیون_دیگر	کادمیم_سلنید
رومیکو_تاکاهاشی	زمینه_فعالیت	مانگاکا
داریوش_قنبری	محل_تولد	ایران
101_سگ_خالدار	بازیگر	مارجری_میسن
پلنگی	توابع	شبانکاره
زرنان	بخش	قدس
الوین_برونو_کریستوفل	رشتهٔ_دانشگاهی	ریاضیات
سبهاش_چندر_بوس	محل_تولد	راج_بریتانیا
فردریک_فرلینگهویسن	شغل	ارتشبد
اسکیزی_مارس	ژانر	موسیقی_هیپ_هاپ
مونتزا	نوع	کد_پستی
بوویل،_آیداهو	ناحیه_زمانی_۱	منطقه_زمانی_اقیانوس_آرام
جوآن_بوشان_پراکتر	شهروندی	بریتانیا
عمارت_سپهدار	موقعیت	مرکزی
تاکسی_نارنجی	فیلم_سازی	داریوش_عیاری
گورستان_کولون	کشور	کوبا
انیو_موریکونه	نام	آکادمی_فیلم_اروپا
لیگ_برتر_فوتبال_انگلستان_18–2017	قارهalcup2_qualifiers	باشگاه_فوتبال_آرسنال
شمس‌آباد	منطقه	شهرستان_عنبرآباد
فالح	منطقه	بخش_دهدز
توفند_آیرین	منطقهs	کانادای_آتلانتیک
سالتا	نوع_حاکمان	شهردار
دریاچه_شورابیل	موقعیت	اردبیل
آناتولی_فیرسوف	محل_تولد	اتحاد_جماهیر_شوروی_سوسیالیستی
مهدی_خالدی	ملیت	ایران
ینی‌چری	رنگ_name	سرخ
رزان	روستا	شهرستان_کهنوج
رئیس‌جمهور_ایالات_متحده_آمریکا	راهپیمایی	جنگ_عراق
آلدئاسکا	ناحیه_زمانی_۱	زمان_اروپای_مرکزی
زبان_روبی	سال_تولید	1995
دوئل	هنرمند	مجید_انتظامی
آیینه	زبان	زبان_فارسی
شهرک_صنعتی	منطقه	شهرستان_آمل
